Time Frame,Date,Ta (°C),Tm (°C),I3 (W/m2),P (kW)
11,3/23/13 11:55 AM,18.26033333,47.74466667,841.2595,677.8170667
12,3/23/13 12:55 PM,19.1015,46.16716667,833.3676667,669.9368833
13,3/23/13 1:55 PM,19.3235,42.42133333,768.8756667,617.3290167
14,3/23/13 2:55 PM,19.0305,37.538,644.4103333,513.6804667
15,3/23/13 3:55 PM,19.01666667,31.03816667,465.4531667,359.6683167
16,3/23/13 4:55 PM,17.69266667,22.46633333,241.4208333,163.1684833
17,3/23/13 5:55 PM,14.90966667,13.16233333,40.3645,23.38588333
18,3/23/13 6:55 PM,12.48216667,8.766666667,0.0675,0.333233333
19,3/23/13 7:55 PM,11.317,7.236833333,0,0
20,3/23/13 8:55 PM,10.48383333,6.116666667,0,0
21,3/23/13 9:55 PM,9.679333333,5.019166667,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,3/24/13 4:55 AM,11.58366667,8.795666667,0,0
5,3/24/13 5:55 AM,11.6475,8.775,1.237333333,0.545483333
6,3/24/13 6:55 AM,12.47583333,10.231,65.01433333,44.90686667
7,3/24/13 7:55 AM,14.1805,14.36516667,183.301,158.3883667
8,3/24/13 8:55 AM,16.60366667,24.96866667,495.1893333,433.6911
9,3/24/13 9:55 AM,17.93066667,29.40783333,562.7546667,461.4732833
10,3/24/13 10:55 AM,19.45033333,34.43616667,710.2631667,589.8895
11,3/24/13 11:55 AM,20.01816667,34.56133333,670.9221667,553.8789833
12,3/24/13 12:55 PM,20.15433333,36.36116667,840.1845,689.6538167
13,3/24/13 1:55 PM,19.50366667,33.94316667,759.9361667,621.8161333
14,3/24/13 2:55 PM,19.365,30.81616667,640.2281667,510.47845
15,3/24/13 3:55 PM,17.79166667,23.2075,364.1946667,295.5492833
16,3/24/13 4:55 PM,16.43333333,18.02,190.5443333,144.4498833
17,3/24/13 5:55 PM,15.04516667,13.80583333,40.48966667,28.42826667
18,3/24/13 6:55 PM,14.42016667,12.65,0.009666667,0.078933333
19,3/24/13 7:55 PM,14.41733333,12.86633333,0,0
20,3/24/13 8:55 PM,14.4075,12.66016667,0,0
21,3/24/13 9:55 PM,14.28983333,12.13316667,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,3/25/13 4:55 AM,15.1135,13.62716667,0,0
5,3/25/13 5:55 AM,15.1005,13.2585,1.253,0.610683333
6,3/25/13 6:55 AM,15.512,14.82716667,22.864,15.76795
7,3/25/13 7:55 AM,16.13316667,16.31283333,43.508,33.28998333
8,3/25/13 8:55 AM,16.1715,16.10833333,33.98,24.64131667
9,3/25/13 9:55 AM,15.5055,15.41566667,134.3713333,116.5105667
10,3/25/13 10:55 AM,15.46166667,15.35733333,77.837,65.87415
11,3/25/13 11:55 AM,16.7325,25.397,532.9371667,417.0798667
12,3/25/13 12:55 PM,18.01116667,34.70483333,767.5263333,633.0743167
13,3/25/13 1:55 PM,18.10933333,25.86916667,348.8928333,280.32875
14,3/25/13 2:55 PM,18.6995,26.8005,337.4458333,269.425
15,3/25/13 3:55 PM,18.17983333,23.76383333,212.4563333,175.76375
16,3/25/13 4:55 PM,17.15516667,19.65466667,190.7138333,137.4408333
17,3/25/13 5:55 PM,15.30016667,15.09333333,46.9745,36.56486667
18,3/25/13 6:55 PM,14.3455,12.71716667,0.009666667,0.0803
19,3/25/13 7:55 PM,13.56533333,10.85716667,0,0
20,3/25/13 8:55 PM,13.3835,10.65933333,0,0
21,3/25/13 9:45 PM,13.2488,10.8092,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,3/26/13 4:55 AM,10.45466667,8.479333333,0,0
5,3/26/13 5:55 AM,10.4435,8.551333333,0.5425,0.26125
6,3/26/13 6:55 AM,10.59716667,8.6205,49.55616667,36.29335
7,3/26/13 7:55 AM,11.13183333,9.981,46.34166667,33.86136667
8,3/26/13 8:55 AM,13.57133333,17.61066667,300.3473333,257.8008667
9,3/26/13 9:55 AM,15.2485,27.6605,515.4975,414.9975167
10,3/26/13 10:55 AM,17.07016667,40.301,688.642,562.8737333
11,3/26/13 11:55 AM,17.77266667,34.24616667,394.0218333,332.4740667
12,3/26/13 12:55 PM,19.15783333,36.69783333,536.8968333,428.3848333
13,3/26/13 1:55 PM,17.64133333,24.58933333,229.0141667,188.21395
14,3/26/13 2:55 PM,16.98166667,22.19666667,180.7303333,146.2284
15,3/26/13 3:55 PM,16.763,21.39483333,168.2615,138.6174
16,3/26/13 4:55 PM,16.22983333,19.00866667,113.7996667,90.74715
17,3/26/13 5:55 PM,14.91216667,14.46733333,25.38716667,18.02106667
18,3/26/13 6:55 PM,14.0005,11.8765,0.048333333,0.19865
19,3/26/13 7:55 PM,12.84966667,10.11666667,0,0
20,3/26/13 8:55 PM,12.981,10.0155,0,0
21,3/26/13 9:55 PM,12.56916667,10.01366667,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,3/27/13 4:55 AM,12.68233333,10.59283333,0,0
5,3/27/13 5:55 AM,12.348,10.19483333,1.2515,0.802883333
6,3/27/13 6:55 AM,11.93866667,9.959,69.21116667,43.96035
7,3/27/13 7:55 AM,13.08283333,15.717,324.2286667,277.8793333
8,3/27/13 8:55 AM,14.86783333,22.00566667,465.0371667,378.1174167
9,3/27/13 9:55 AM,16.21116667,25.371,574.4666667,476.0106833
10,3/27/13 10:55 AM,16.66416667,26.07216667,542.7158333,427.9247
11,3/27/13 11:55 AM,17.43033333,29.19166667,731.6343333,592.1754833
12,3/27/13 12:55 PM,17.64433333,26.85716667,482.7673333,408.447
13,3/27/13 1:55 PM,16.82766667,22.5325,414.2775,348.4399333
14,3/27/13 2:55 PM,16.39316667,21.91816667,376.9965,306.0158167
15,3/27/13 3:55 PM,15.54533333,18.06516667,146.628,123.2138167
16,3/27/13 4:55 PM,14.57183333,15.22816667,76.987,62.34085
17,3/27/13 5:55 PM,13.45716667,11.8085,13.70316667,10.65135
18,3/27/13 6:55 PM,12.6695,9.996166667,0.3035,0.49615
19,3/27/13 7:55 PM,12.45066667,9.759833333,0,0
20,3/27/13 8:55 PM,12.019,9.760166667,0,0
21,3/27/13 9:45 PM,11.7946,9.7778,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,3/28/13 4:55 AM,11.42433333,10.39933333,0,0
5,3/28/13 5:55 AM,11.32316667,10.38683333,0.55,0.23955
6,3/28/13 6:55 AM,11.4715,10.68433333,11.03966667,6.40505
7,3/28/13 7:55 AM,12.012,11.51366667,30.34683333,20.542
8,3/28/13 8:55 AM,13.0865,13.31166667,76.2095,57.17858333
9,3/28/13 9:55 AM,14.762,16.4705,153.1626667,129.28805
10,3/28/13 10:55 AM,17.09383333,24.60333333,275.97,232.1469667
11,3/28/13 11:55 AM,18.6325,31.15616667,485.269,377.1861333
12,3/28/13 12:55 PM,19.106,27.937,310.6196667,243.8236333
13,3/28/13 1:55 PM,19.26916667,26.70683333,289.3991667,218.8775333
14,3/28/13 2:55 PM,18.82633333,27.88266667,394.3086667,314.02485
15,3/28/13 3:55 PM,19.0485,27.625,273.6256667,210.2777833
16,3/28/13 4:55 PM,17.58666667,21.15366667,158.1216667,122.93785
17,3/28/13 5:55 PM,16.68866667,17.20283333,58.452,42.63481667
18,3/28/13 6:55 PM,15.36866667,13.339,0.147666667,0.411716667
19,3/28/13 7:55 PM,14.75516667,12.7965,0,0
20,3/28/13 8:55 PM,14.31316667,12.00666667,0,0
21,3/28/13 9:45 PM,14.3178,12.0152,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,3/29/13 4:55 AM,13.88016667,12.32716667,0,0
5,3/29/13 5:55 AM,13.83233333,12.38933333,1.836666667,0.844616667
6,3/29/13 6:55 AM,14.12433333,12.92083333,23.3325,16.30168333
7,3/29/13 7:55 AM,15.1655,14.83933333,91.808,72.79821667
8,3/29/13 8:55 AM,17.45866667,22.44816667,254.705,211.3898333
9,3/29/13 9:55 AM,16.8105,18.8755,93.25983333,83.03663333
10,3/29/13 10:55 AM,17.47716667,21.36216667,310.7825,263.2597
11,3/29/13 11:55 AM,20.06716667,39.36133333,776.7068333,625.8333
12,3/29/13 12:55 PM,21.491,43.42533333,826.8886667,667.2701
13,3/29/13 1:55 PM,20.60183333,30.6655,374.2316667,304.5787
14,3/29/13 2:55 PM,22.26083333,32.5505,501.9595,378.7065333
15,3/29/13 3:55 PM,22.07233333,30.64916667,381.2091667,303.4533667
16,3/29/13 4:55 PM,20.679,24.9965,249.0461667,177.2587667
17,3/29/13 5:55 PM,18.10233333,18.1265,64.82983333,43.40646667
18,3/29/13 6:55 PM,15.82383333,12.9865,0.212,0.3963
19,3/29/13 7:55 PM,15.36583333,13.02133333,0,0
20,3/29/13 8:55 PM,14.94216667,12.059,0,0
21,3/29/13 9:45 PM,14.9084,12.4432,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,3/30/13 4:55 AM,14.47866667,13.18866667,0,0
5,3/30/13 5:55 AM,14.16383333,12.302,2.013833333,1.141083333
6,3/30/13 6:55 AM,14.40216667,12.8925,54.93433333,40.00515
7,3/30/13 7:55 AM,16.6185,18.40166667,211.9246667,172.7828
8,3/30/13 8:55 AM,19.06083333,26.36933333,310.8181667,249.2767
9,3/30/13 9:55 AM,20.52166667,29.7805,452.8175,365.82675
10,3/30/13 10:55 AM,21.775,33.87833333,593.7721667,477.7419167
11,3/30/13 11:55 AM,21.7365,33.35083333,496.9226667,420.6638833
12,3/30/13 12:55 PM,20.90583333,28.77416667,320.7488333,270.564
13,3/30/13 1:55 PM,20.06716667,26.28733333,266.572,229.55865
14,3/30/13 2:55 PM,19.71333333,24.78283333,211.213,173.5030833
15,3/30/13 3:55 PM,19.39883333,23.81583333,217.2508333,173.9388833
16,3/30/13 4:55 PM,19.18383333,22.24583333,208.2096667,157.74395
17,3/30/13 5:55 PM,17.44883333,16.7845,57.17183333,40.48231667
18,3/30/13 6:55 PM,15.74633333,13.106,1.543166667,1.306
19,3/30/13 7:55 PM,14.75683333,12.1515,0,0
20,3/30/13 8:55 PM,14.41183333,11.78033333,0,0
21,3/30/13 9:55 PM,14.41616667,12.33433333,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,3/31/13 4:55 AM,0,0,0,0
5,3/31/13 5:55 AM,0,0,0,0
6,3/31/13 6:55 AM,0,0,0,0
7,3/31/13 7:55 AM,0,0,0,0
8,3/31/13 8:55 AM,0,0,0,0
9,3/31/13 9:55 AM,0,0,0,0
10,3/31/13 10:55 AM,0,0,0,0
11,3/31/13 11:55 AM,0,0,0,0
12,3/31/13 12:55 PM,0,0,0,0
13,3/31/13 1:55 PM,0,0,0,0
14,3/31/13 2:55 PM,0,0,0,0
15,3/31/13 3:55 PM,0,0,0,0
16,3/31/13 4:55 PM,0,0,0,0
17,3/31/13 5:55 PM,0,0,0,0
18,3/31/13 6:55 PM,0,0,0,0
19,3/31/13 7:55 PM,0,0,0,0
20,3/31/13 8:55 PM,0,0,0,0
21,3/31/13 9:55 PM,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,04-01-2013 04:55,8.068666667,2.866833333,0,0
5,04-01-2013 05:55,8.643833333,3.9305,9.667833333,5.097833333
6,04-01-2013 06:55,11.29766667,9.1795,127.698,86.11503333
7,04-01-2013 07:55,14.93233333,18.13316667,320.5608333,275.02395
8,04-01-2013 08:55,17.11633333,28.7875,542.7105,430.09125
9,04-01-2013 09:55,18.63583333,36.01116667,717.7618333,585.6766833
10,04-01-2013 10:55,19.93,41.635,834.596,671.8276833
11,04-01-2013 11:55,20.8335,43.17716667,850.5808333,671.8998833
12,04-01-2013 12:55,21.57516667,44.03633333,901.1708333,695.3193333
13,04-01-2013 13:55,21.2065,37.1835,642.0265,505.6647
14,04-01-2013 14:55,22.2955,38.87683333,692.2461667,540.14775
15,04-01-2013 15:55,20.8,28.82266667,394.2713333,304.3613833
16,04-01-2013 16:55,18.6345,20.12516667,98.104,76.0156
17,04-01-2013 17:55,17.25,16.76233333,29.63533333,20.56465
18,04-01-2013 18:55,16.0265,14.2925,0.530333333,0.5313
19,04-01-2013 19:55,15.56066667,13.61833333,0,0
20,04-01-2013 20:55,15.23016667,13.13216667,0,0
21,04-01-2013 21:45,14.877,12.7922,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,04-02-2013 04:55,14.99266667,14.373,0,0
5,04-02-2013 05:55,14.61216667,13.77733333,0.657833333,0.176466667
6,04-02-2013 06:55,14.3485,13.7185,8.688666667,5.5653
7,04-02-2013 07:55,14.168,13.7425,24.408,15.24623333
8,04-02-2013 08:35,14.47525,14.475,79.83577778,66.75288889
9,04-02-2013 09:04,14.687,14.7,86.77,73.114
10,04-02-2013 10:57,14.499,14.36066667,81.070625,70.87353125
11,04-02-2013 11:53,13.6835,13.19933333,49.085,39.52363333
12,04-02-2013 12:53,14.66966667,17.36716667,315.586,270.385
13,04-02-2013 13:53,17.7785,29.19866667,561.4836667,477.1569
14,04-02-2013 14:53,19.34016667,33.86416667,536.5346667,466.0096333
15,04-02-2013 15:53,19.98516667,33.60983333,573.735,479.4691833
16,04-02-2013 16:53,18.799,25.1665,276.4845,223.5808
17,04-02-2013 17:53,18.05916667,21.81983333,271.4093333,177.8864167
18,04-02-2013 18:53,16.26416667,15.79866667,73.407,36.4474
19,04-02-2013 19:53,13.75783333,10.28883333,0.301,0.612433333
20,04-02-2013 20:53,12.64416667,8.913,0,0
21,04-02-2013 21:43,11.7236,7.8614,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,04-03-2013 04:53,12.35916667,9.659833333,0,0
5,04-03-2013 05:53,12.35266667,9.564666667,0,0
6,04-03-2013 06:53,12.46933333,10.188,2.5435,1.381533333
7,04-03-2013 07:53,12.71566667,11.84516667,58.12633333,41.37586667
8,04-03-2013 08:52,13.364,16.638,262.4088333,223.683
9,04-03-2013 09:52,14.69933333,21.70366667,295.1433333,257.1264167
10,04-03-2013 10:52,14.05183333,16.426,145.1641667,118.2892167
11,04-03-2013 11:52,16.531,27.58383333,471.9758333,398.9021833
12,04-03-2013 12:02,15.704,20.823,346.622,213.2664
13,04-03-2013 13:52,16.42166667,19.51416667,179.3972222,157.4841481
14,04-03-2013 14:04,15.388,15.342,147.21,103.3880909
15,41337.62778,0,0,0,0
16,41337.66944,0,0,0,0
17,41337.71111,0,0,0,0
18,41337.75278,0,0,0,0
19,41337.79444,0,0,0,0
20,41337.83611,0,0,0,0
21,41337.87778,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,41368.16944,0,0,0,0
5,41368.21111,0,0,0,0
6,41368.25278,0,0,0,0
7,41368.79444,0,0,0,0
8,41368.33611,0,0,0,0
9,04-04-2013 09:59,16.92566667,33.57566667,512.6016667,424.5966333
10,04-04-2013 10:59,18.305,40.11366667,650.0445,536.4732167
11,04-04-2013 11:59,19.37116667,44.56016667,707.4031667,587.8788167
12,04-04-2013 12:59,20.09316667,44.7515,821.5556667,619.9582333
13,04-04-2013 13:59,20.02983333,46.43133333,892.3616667,698.1380667
14,04-04-2013 14:59,20.15666667,40.42983333,632.5825,523.5358833
15,04-04-2013 15:59,21.0575,38.68833333,638.4818333,503.6326333
16,04-04-2013 16:59,19.9345,29.9025,455.3578333,351.3384667
17,04-04-2013 17:59,18.25716667,21.25383333,244.1528333,171.6618333
18,04-04-2013 18:59,15.97316667,14.3685,63.58366667,40.64791667
19,04-04-2013 19:59,14.0095,10.86233333,1.182833333,1.088233333
20,04-04-2013 20:59,13.22466667,9.763333333,0,0
21,04-04-2013 21:39,13.16875,9.7045,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,04-05-2013 03:59,14.3,13.1,0,0
4,04-05-2013 04:59,14.3,13.1,0,0
5,04-05-2013 05:59,14.3,13.1,0,0
6,04-05-2013 06:59,14.37966667,12.91666667,1.653666667,0.776933333
7,04-05-2013 07:59,14.9975,13.35083333,26.33666667,20.03341667
8,04-05-2013 08:59,15.67266667,16.00283333,72.08666667,59.40516667
9,04-05-2013 09:59,16.5555,18.11483333,131.5533333,99.17746667
10,04-05-2013 10:59,18.97983333,29.40416667,603.284,514.4484167
11,04-05-2013 11:59,20.59333333,37.34966667,770.155,647.6263167
12,04-05-2013 12:59,21.39283333,42.02416667,856.698,710.4254667
13,04-05-2013 13:59,22.06283333,43.33183333,873.9961667,708.2039333
14,04-05-2013 14:59,22.216,41.47166667,806.2301667,645.54575
15,04-05-2013 15:59,21.84233333,36.297,678.2096667,539.9075
16,04-05-2013 16:59,21.24683333,30.823,505.3798333,379.8110667
17,04-05-2013 17:59,20.28783333,25.19966667,312.4153333,208.7555333
18,04-05-2013 18:59,18.24733333,18.34516667,98.38633333,60.89046667
19,04-05-2013 19:59,15.96183333,12.93483333,1.897,1.72195
20,04-05-2013 20:59,14.6835,10.23333333,0,0
21,04-05-2013 21:39,13.5535,8.72525,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,04-06-2013 03:59,9.914,5.582,0,0
4,04-06-2013 04:59,9.430833333,4.850833333,0,0
5,04-06-2013 05:59,8.714333333,4.022166667,0,0
6,04-06-2013 06:59,8.832,4.402333333,13.6115,6.784566667
7,04-06-2013 07:59,11.45316667,9.6395,152.2838333,107.722
8,04-06-2013 08:59,16.10883333,21.17083333,349.5636667,306.1144167
9,04-06-2013 09:59,18.96116667,31.80216667,564.9556667,461.3399833
10,04-06-2013 10:59,20.1575,35.57033333,721.6346667,604.6585
11,04-06-2013 11:59,20.64166667,36.34066667,841.5915,689.8336667
12,04-06-2013 12:59,20.98033333,38.01333333,899.781,719.9550833
13,04-06-2013 13:59,21.01966667,36.52616667,889.7443333,704.3048833
14,04-06-2013 14:59,20.18316667,33.45,815.925,634.9048833
15,04-06-2013 15:59,19.85883333,29.44716667,680.3085,533.2305333
16,04-06-2013 16:59,19.82466667,26.36916667,491.807,368.5592
17,04-06-2013 17:59,19.42466667,21.01416667,273.9156667,176.3631
18,04-06-2013 18:59,16.78683333,15.48616667,66.86866667,34.10305
19,04-06-2013 19:59,14.68216667,12.00083333,0.859333333,1.0339
20,04-06-2013 20:59,13.89866667,10.714,0,0
21,04-06-2013 21:39,13.34275,10.44,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,04-07-2013 03:59,12.703,11.1,0,0
4,04-07-2013 04:59,12.90666667,11.4505,0,0
5,04-07-2013 05:59,13.04933333,11.532,0,0
6,04-07-2013 06:59,13.2475,11.89316667,5.381333333,3.222283333
7,04-07-2013 07:59,13.50716667,12.50816667,36.87316667,26.28736667
8,04-07-2013 08:59,14.17466667,14.06866667,103.3008333,83.3386
9,04-07-2013 09:59,14.6265,14.94333333,119.4873333,97.4151
10,04-07-2013 10:59,14.74366667,14.89183333,70.59883333,61.2054
11,04-07-2013 11:59,13.96183333,13.57983333,44.70233333,36.34071667
12,04-07-2013 12:59,13.23233333,13.033,46.26583333,36.43421667
13,04-07-2013 13:59,13.653,13.67133333,107.4618333,95.9382
14,04-07-2013 14:59,12.76633333,12.6,96.08483333,88.30128333
15,04-07-2013 15:59,12.27133333,12.266,99.05283333,88.95058333
16,04-07-2013 16:59,11.4735,11.3305,50.47533333,40.98778333
17,04-07-2013 17:59,11.781,11.19866667,38.13733333,29.81541667
18,04-07-2013 18:59,11.8555,11.06883333,14.3065,8.559216667
19,04-07-2013 19:59,11.4725,10.40383333,0.088666667,0.077816667
20,04-07-2013 20:59,11.5675,10.68516667,0,0
21,04-07-2013 21:39,11.35075,10.31125,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,04-08-2013 03:59,11.3,10.107,0,0
4,04-08-2013 04:59,11.01583333,10.126,0,0
5,04-08-2013 05:59,10.72683333,9.347,0,0
6,04-08-2013 06:59,10.64433333,9.380333333,9.3145,5.377833333
7,04-08-2013 07:59,10.60333333,9.6285,46.8345,31.82923333
8,04-08-2013 08:59,12.05433333,15.69216667,335.4435,278.8193833
9,04-08-2013 09:59,13.864,20.936,534.567,452.2466833
10,04-08-2013 10:59,14.71666667,21.26883333,470.7831667,403.8827833
11,04-08-2013 11:59,16.064,29.08916667,865.9258333,748.2544167
12,04-08-2013 12:59,16.65166667,29.52433333,787.8751667,654.7096
13,04-08-2013 13:59,17.20316667,30.64266667,941.225,742.22595
14,04-08-2013 14:59,17.5695,28.2735,763.7051667,600.8351
15,04-08-2013 15:59,17.19233333,25.482,656.3066667,532.8778
16,04-08-2013 16:59,16.4755,20.84,377.0615,299.3412167
17,04-08-2013 17:59,14.873,15.35033333,177.6228333,142.7960167
18,04-08-2013 18:59,13.537,12.47616667,59.158,44.49018333
19,04-08-2013 19:59,12.14616667,8.722666667,4.5625,3.584733333
20,04-08-2013 20:59,10.21083333,4.863,0,0
21,04-08-2013 21:39,9.4795,4.1495,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,04-09-2013 03:59,9.8,6.729,0,0
4,04-09-2013 04:59,10.40983333,7.156333333,0,0
5,04-09-2013 05:59,10.04816667,6.874,0,0
6,04-09-2013 06:59,11.09533333,8.882,9.922,5.068783333
7,04-09-2013 07:59,12.85533333,11.30833333,73.7235,52.93851667
8,04-09-2013 08:59,15.449,20.76066667,360.9346667,305.3934833
9,04-09-2013 09:59,17.03283333,29.19366667,511.9868333,450.1599167
10,04-09-2013 10:59,17.281,26.28783333,397.6541667,333.90285
11,04-09-2013 11:59,17.5305,26.78583333,407.99,341.9457167
12,04-09-2013 12:59,18.60233333,28.97383333,379.6341667,319.9921
13,04-09-2013 13:59,19.65916667,35.43016667,582.1898333,478.4703667
14,04-09-2013 14:59,19.8145,38.10716667,715.7715,590.6129667
15,04-09-2013 15:59,19.71816667,33.62316667,640.4138333,525.19
16,04-09-2013 16:59,19.61716667,28.6255,460.0548333,355.21335
17,04-09-2013 17:59,19.7275,23.629,279.7591667,191.9048667
18,04-09-2013 18:59,17.316,16.83733333,105.8906667,54.27066667
19,04-09-2013 19:59,14.60933333,10.78166667,0.977,1.168066667
20,04-09-2013 20:59,13.17833333,8.9635,0,0
21,04-09-2013 21:39,12.416,8.45775,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,04-10-2013 03:59,10.099,6.6,0,0
4,04-10-2013 04:59,9.956166667,6.343,0,0
5,04-10-2013 05:59,9.609,5.628333333,0,0
6,04-10-2013 06:59,9.836166667,6.420333333,18.65583333,10.9411
7,04-10-2013 07:59,13.05433333,13.2165,200.321,156.41065
8,04-10-2013 08:59,16.43816667,23.2395,389.9008333,333.7892
9,04-10-2013 09:59,18.40083333,35.9325,573.0635,466.8002333
10,04-10-2013 10:59,19.31583333,42.22416667,748.8103333,622.1303333
11,04-10-2013 11:59,19.74016667,42.89,864.9878333,703.1952667
12,04-10-2013 12:59,20.59466667,44.929,920.3368333,715.3691333
13,04-10-2013 13:59,20.785,43.5025,908.9468333,721.0491667
14,04-10-2013 14:59,21.04366667,41.26083333,836.0471667,664.92075
15,04-10-2013 15:59,21.69566667,38.49233333,696.8638333,549.9334
16,04-10-2013 16:59,21.70733333,33.30133333,506.6945,385.0041
17,04-10-2013 17:59,21.52566667,25.75366667,282.4001667,187.5803
18,04-10-2013 18:59,18.07066667,17.12183333,76.41533333,39.58008333
19,04-10-2013 19:59,15.25283333,11.1495,1.4515,1.578016667
20,04-10-2013 20:59,13.626,8.940666667,0,0
21,04-10-2013 21:39,13.05,8.5835,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,04-11-2013 03:59,10.161,6.7,0,0
4,04-11-2013 04:59,10.02716667,5.9485,0,0
5,04-11-2013 05:59,9.341166667,4.921333333,0,0
6,04-11-2013 06:59,9.189333333,5.244,21.1385,10.82163333
7,04-11-2013 07:59,11.97383333,10.94983333,186.1735,124.51895
8,04-11-2013 08:59,15.63183333,20.45616667,357.6746667,319.9575167
9,04-11-2013 09:59,18.36483333,29.79116667,583.1475,478.6105667
10,04-11-2013 10:59,20.11366667,38.68116667,742.3935,609.0286
11,04-11-2013 11:59,21.455,47.50816667,844.512,669.4708167
12,04-11-2013 12:59,21.82166667,43.26683333,897.9618333,708.6577667
13,04-11-2013 13:59,22.23866667,43.463,888.636,692.0072167
14,04-11-2013 14:59,22.47183333,39.76116667,806.1208333,622.1028667
15,04-11-2013 15:59,22.11366667,34.22083333,562.7106667,442.9624167
16,04-11-2013 16:59,21.47883333,28.889,283.4456667,214.9480167
17,04-11-2013 17:59,22.70716667,27.6175,274.7181667,184.12915
18,04-11-2013 18:59,19.09916667,19.11416667,80.57616667,41.6504
19,04-11-2013 19:59,15.98966667,11.90716667,1.746666667,1.932116667
20,04-11-2013 20:59,13.84766667,8.1225,0,0
21,04-11-2013 21:39,12.69225,6.8865,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,04-12-2013 03:59,9.55,5.1,0,0
4,04-12-2013 04:59,9.405833333,5.012833333,0,0
5,04-12-2013 05:59,9.308,4.587666667,0,0
6,04-12-2013 06:59,10.2405,6.301666667,19.26833333,11.21108333
7,04-12-2013 07:59,12.97116667,11.54533333,107.8305,84.9081
8,04-12-2013 08:59,16.72383333,20.93683333,342.8943333,291.6776
9,04-12-2013 09:59,19.52233333,33.66983333,587.1078333,478.73755
10,04-12-2013 10:59,21.551,42.54666667,736.7391667,605.03855
11,04-12-2013 11:59,22.56266667,44.37366667,810.6773333,655.3950667
12,04-12-2013 12:59,23.151,47.44516667,860.9253333,687.3333667
13,04-12-2013 13:59,23.46516667,46.04016667,847.3748333,671.8509667
14,04-12-2013 14:59,23.65366667,42.596,765.6773333,615.5721
15,04-12-2013 15:59,22.99133333,37.33816667,572.9638333,464.8460333
16,04-12-2013 16:59,22.78616667,33.8335,509.0733333,389.7562833
17,04-12-2013 17:59,22.366,26.04566667,291.4585,191.4469
18,04-12-2013 18:59,19.30216667,18.38666667,87.4455,43.52861667
19,04-12-2013 19:59,16.55033333,13.5195,3.325666667,2.58295
20,04-12-2013 20:59,15.114,11.789,0,0
21,04-12-2013 21:39,14.50025,11.41625,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,4/13/13 3:59 AM,14.226,11.809,0,0
