Time Frame,Date,Ta (°C),Tm (°C),I3 (W/m2),P (kW)
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/14/12 4:58 AM,21.54483333,16.92266667,4.879347826,3.233652174
5,7/14/12 5:58 AM,23.37016667,20.09916667,84.2295,41.72886667
6,7/14/12 6:58 AM,26.70283333,30.4625,247.3493333,175.4288
7,7/14/12 7:58 AM,31.25716667,39.21116667,440.161,341.1742333
8,7/14/12 8:58 AM,33.74683333,44.92983333,632.2193333,474.0633667
9,7/14/12 9:58 AM,35.42833333,50.2215,791.4618333,600.0536167
10,7/14/12 10:58 AM,36.704,57.224,892.9341667,660.1964333
11,7/14/12 11:58 AM,37.96583333,62.65666667,947.956,691.4065833
12,7/14/12 12:58 PM,38.51166667,59.9715,945.8643333,682.1149167
13,7/14/12 1:58 PM,39.48633333,58.10566667,883.1448333,639.0726167
14,7/14/12 2:58 PM,39.84033333,56.79183333,767.5081667,547.7188167
15,7/14/12 3:58 PM,40.29533333,53.797,608.4621667,424.7974
16,7/14/12 4:58 PM,42.20733333,47.869,405.8943333,269.35015
17,7/14/12 5:58 PM,41.40416667,40.1405,214.3093333,114.3644167
18,7/14/12 6:58 PM,34.05166667,32.36933333,55.2135,22.39545
19,7/14/12 7:58 PM,30.90966667,26.5625,0.407333333,1.140033333
20,7/14/12 8:58 PM,28.72633333,23.54433333,0,0
21,7/14/12 9:48 PM,27.1742,21.3004,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/15/12 4:58 AM,21.65583333,16.68783333,6.249565217,3.508565217
5,7/15/12 5:58 AM,23.3905,20.139,81.37983333,45.80643333
6,7/15/12 6:58 AM,27.5285,30.8465,238.3303333,167.7646167
7,7/15/12 7:58 AM,31.6535,43.587,428.4905,329.6026667
8,7/15/12 8:58 AM,35.09266667,53.91416667,615.2786667,446.0045
9,7/15/12 9:58 AM,38.0855,61.30966667,766.0861667,575.2770333
10,7/15/12 10:58 AM,40.33733333,65.0535,872.3318333,646.0672833
11,7/15/12 11:58 AM,41.852,67.57016667,928.5226667,667.798
12,7/15/12 12:58 PM,42.65116667,67.57633333,925.7665,665.5065333
13,7/15/12 1:58 PM,43.012,63.89333333,847.7781667,607.3053
14,7/15/12 2:58 PM,41.91116667,58.092,740.9803333,534.7493833
15,7/15/12 3:58 PM,40.68133333,52.307,586.1088333,412.1520833
16,7/15/12 4:58 PM,41.06616667,46,386.6691667,258.2968
17,7/15/12 5:58 PM,38.92883333,38.33666667,198.6921667,113.0625167
18,7/15/12 6:58 PM,33.449,31.51833333,55.17983333,28.20815
19,7/15/12 7:58 PM,30.79783333,27.23883333,1.553833333,1.532166667
20,7/15/12 8:58 PM,29.60866667,25.763,0,0
21,7/15/12 9:48 PM,29.341,26.1226,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/16/12 4:58 AM,22.60016667,17.734,3.47673913,2.459173913
5,7/16/12 5:58 AM,24.67966667,21.19716667,87.195,39.13038333
6,7/16/12 6:58 AM,27.81166667,31.19683333,258.3953333,178.51175
7,7/16/12 7:58 AM,30.21483333,38.4265,452.6376667,346.1451833
8,7/16/12 8:58 AM,32.438,43.36866667,638.569,475.5327667
9,7/16/12 9:58 AM,34.048,45.3395,794.6443333,606.038
10,7/16/12 10:58 AM,34.03233333,45.0015,896.6146667,682.0058833
11,7/16/12 11:58 AM,33.66383333,44.22966667,956.1245,722.8254833
12,7/16/12 12:58 PM,33.77083333,43.2885,959.5878333,718.2300833
13,7/16/12 1:58 PM,34.16766667,42.2245,895.2708333,667.66085
14,7/16/12 2:58 PM,33.81216667,41.04083333,778.5608333,570.4635833
15,7/16/12 3:58 PM,33.24016667,37.879,614.9965,440.1613
16,7/16/12 4:58 PM,34.10883333,35.065,413.9898333,277.8895667
17,7/16/12 5:58 PM,33.10366667,30.84266667,222.3581667,117.99135
18,7/16/12 6:58 PM,28.16766667,26.98983333,61.80616667,23.58625
19,7/16/12 7:58 PM,26.7385,24.88633333,1.319333333,1.330316667
20,7/16/12 8:58 PM,26.1915,24.16566667,0,0
21,7/16/12 9:48 PM,25.7634,24.0114,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/17/12 4:58 AM,24.29466667,22.49033333,3.943043478,2.576586957
5,7/17/12 5:58 AM,25.09333333,24.13316667,81.559,40.7223
6,7/17/12 6:58 AM,26.28133333,27.51266667,245.7142105,171.4072105
7,7/17/12 7:59 AM,27.3442,31.496,454.8927907,353.7085116
8,7/17/12 8:55 AM,28.39175,34.52625,636.9651064,481.1325532
9,7/17/12 9:55 AM,28.553,36.44733333,803.3951667,623.0953667
10,7/17/12 10:55 AM,29.69233333,39.92233333,908.8755,698.1700333
11,7/17/12 11:55 AM,30.08933333,41.1315,963.798,729.9313333
12,7/17/12 12:53 PM,30.0596,41.043,977.5688679,729.530434
13,7/17/12 1:43 PM,30.2722,39.803,903.4667925,673.2824717
14,7/17/12 2:52 PM,30.7048,38.0568,778.4908772,578.4686667
15,7/17/12 3:52 PM,29.929,34.60633333,626.6125,450.9920833
16,7/17/12 4:52 PM,30.62383333,31.8975,423.1956667,283.9107667
17,7/17/12 5:52 PM,30.80116667,28.58416667,220.6638333,118.9262667
18,7/17/12 6:52 PM,26.24016667,24.95016667,57.8545,23.50045
19,7/17/12 7:52 PM,24.8995,22.8165,1.179333333,1.321133333
20,7/17/12 8:52 PM,24.46533333,22.25583333,0,0
21,7/17/12 9:52 PM,24.43633333,22.30066667,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/18/12 4:52 AM,23.527,21.382,3.012941176,2.186156863
5,7/18/12 5:52 AM,24.78633333,23.33,81.19233333,38.6285
6,7/18/12 6:52 AM,26.56166667,27.90383333,246.57,172.2973667
7,7/18/12 7:52 AM,27.81716667,32.31833333,443.8801667,342.21285
8,7/18/12 8:52 AM,29.25633333,37.59133333,638.172,472.1068
9,7/18/12 9:52 AM,30.06466667,40.40983333,799.5481667,614.9865833
10,7/18/12 10:52 AM,30.44533333,41.36533333,913.5011667,697.4054333
11,7/18/12 11:52 AM,30.893,42.29316667,971.658,734.1043667
12,7/18/12 12:52 PM,31.0095,41.74416667,969.6936667,725.6945667
13,7/18/12 1:52 PM,31.03816667,40.9825,902.3435,679.1869333
14,7/18/12 2:52 PM,31.20566667,39.97333333,794.8783333,591.9641667
15,7/18/12 3:52 PM,31.91283333,37.24033333,628.976,449.35995
16,7/18/12 4:52 PM,33.06633333,34.26183333,417.9255,280.45795
17,7/18/12 5:52 PM,32.79333333,30.33916667,218.8205,115.3474167
18,7/18/12 6:52 PM,27.46083333,26.1395,58.62516667,21.18335
19,7/18/12 7:52 PM,25.83083333,23.2165,0.954833333,1.22185
20,7/18/12 8:52 PM,24.80933333,21.8565,0,0
21,7/18/12 9:42 PM,24.2602,21.2456,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/19/12 4:52 AM,22.6295,19.20416667,2.962264151,2.270433962
5,7/19/12 5:52 AM,23.65183333,21.462,82.5115,39.09593333
6,7/19/12 6:52 AM,25.7755,27.54616667,248.829,175.6847
7,7/19/12 7:52 AM,28.02633333,33.44616667,446.2128333,346.0749
8,7/19/12 8:52 AM,29.78716667,37.62383333,638.9153333,487.80195
9,7/19/12 9:52 AM,31.18233333,42.38066667,790.8383333,609.4697333
10,7/19/12 10:52 AM,32.13933333,44.9685,896.5293333,682.0013333
11,7/19/12 11:52 AM,32.2835,46.3435,957.107,718.4478833
12,7/19/12 12:52 PM,33.21966667,46.88466667,957.7445,710.14995
13,7/19/12 1:52 PM,33.61083333,46.34133333,894.0028333,660.5662333
14,7/19/12 2:52 PM,34.02233333,45.1825,779.8538333,572.3424333
15,7/19/12 3:52 PM,34.06216667,42.22883333,621.1028333,440.5184333
16,7/19/12 4:52 PM,35.30266667,38.03116667,415.2316667,276.8941833
17,7/19/12 5:52 PM,35.75033333,33.14583333,217.9213333,116.1561
18,7/19/12 6:52 PM,29.80466667,28.065,55.831,21.18013333
19,7/19/12 7:52 PM,27.15266667,22.95116667,0.406833333,1.15045
20,7/19/12 8:52 PM,24.566,18.96066667,0,0
21,7/19/12 9:52 PM,22.72133333,15.899,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/20/12 4:52 AM,17.85483333,13.27116667,3.526603774,1.970245283
5,7/20/12 5:52 AM,18.97466667,16.194,77.85166667,43.80948333
6,7/20/12 6:52 AM,22.83616667,24.35916667,250.7006667,182.6300833
7,7/20/12 7:52 AM,28.087,39.5435,444.4086667,342.3552333
8,7/20/12 8:52 AM,31.77716667,51.1655,633.077,470.56215
9,7/20/12 9:52 AM,34.36366667,59.9925,792.8456667,599.41275
10,7/20/12 10:52 AM,36.11566667,64.81516667,891.6001667,662.9790833
11,7/20/12 11:52 AM,37.15383333,63.53633333,937.5368333,686.0457833
12,7/20/12 12:52 PM,38.01133333,62.38983333,923.7278333,671.2609333
13,7/20/12 1:52 PM,38.63316667,62.71483333,870.0548333,630.1893833
14,7/20/12 2:52 PM,38.81516667,59.366,755.6123333,541.8194833
15,7/20/12 3:42 PM,38.6202,54.6556,618.0235417,430.1196458
16,7/20/12 4:57 PM,40.6405,46.41816667,403.1106667,265.0359167
17,7/20/12 5:57 PM,39.38066667,38.1105,211.4506667,111.7079833
18,7/20/12 6:57 PM,31.1705,29.255,55.111,21.14333333
19,7/20/12 7:57 PM,28.25816667,23.593,0.3665,0.898916667
20,7/20/12 8:57 PM,26.2265,21.07566667,0,0
21,7/20/12 9:57 PM,24.7995,18.816,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/21/12 4:57 AM,18.5115,13.437,3.357692308,2.179673077
5,7/21/12 5:57 AM,20.56616667,16.20866667,82.74183333,41.0845
6,7/21/12 6:57 AM,24.8665,25.16516667,242.3701667,179.8029833
7,7/21/12 7:57 AM,29.31233333,40.3235,427.2181667,329.65115
8,7/21/12 8:57 AM,33.07866667,51.3375,610.4608333,452.6669333
9,7/21/12 9:57 AM,35.66366667,59.00916667,761.6861667,576.1651167
10,7/21/12 10:57 AM,37.3735,63.67183333,868.1373333,644.0998
11,7/21/12 11:57 AM,37.78266667,63.44716667,914.8585,670.92155
12,7/21/12 12:57 PM,38.82216667,64.485,912.4653333,661.30555
13,7/21/12 1:57 PM,39.87566667,62.89966667,843.5733333,611.2293667
14,7/21/12 2:57 PM,40.25283333,58.70383333,731.4113333,527.69195
15,7/21/12 3:57 PM,40.22,54.37516667,577.4363333,402.7542833
16,7/21/12 4:57 PM,41.34933333,46.89233333,382.149,251.3483833
17,7/21/12 5:57 PM,39.77783333,38.38716667,194.1155,106.1833
18,7/21/12 6:57 PM,33.222,30.51283333,47.3945,22.82386667
19,7/21/12 7:07 PM,30.916,26.7,2.4325,4.2955
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/22/12 4:51 AM,20.4138,15.4804,3.639811321,1.969056604
5,7/22/12 5:51 AM,23.7065,20.39266667,71.26933333,36.17763333
6,7/22/12 6:51 AM,27.21883333,28.3715,221.9681667,153.8650667
7,7/22/12 7:51 AM,28.7995,35.2145,412.8015,315.0758833
8,7/22/12 8:51 AM,30.9185,42.57616667,603.3541667,438.3031167
9,7/22/12 9:51 AM,33.27116667,47.70616667,755.9733333,576.3244333
10,7/22/12 10:51 AM,34.66466667,49.45583333,870.2611667,653.8022
11,7/22/12 11:51 AM,35.11383333,50.15516667,928.65,688.1096167
12,7/22/12 12:51 PM,34.3755,48.3915,920.2353333,677.8687
13,7/22/12 1:51 PM,35.15083333,48.47866667,854.8815,632.8156
14,7/22/12 2:51 PM,35.40416667,46.40533333,737.0558333,535.7635667
15,7/22/12 3:51 PM,35.44333333,42.53816667,583.8733333,409.7876167
16,7/22/12 4:51 PM,34.66916667,37.1735,377.9823333,248.4564333
17,7/22/12 5:51 PM,34.11266667,32.09816667,183.2515,101.0159833
18,7/22/12 6:51 PM,28.544,27.3,44.65583333,21.16866667
19,7/22/12 7:51 PM,26.25766667,24.07033333,0.032833333,0.30175
20,7/22/12 8:51 PM,25.55166667,23.21166667,0,0
21,7/22/12 9:51 PM,25.46733333,23.249,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/23/12 4:51 AM,23.99833333,22.31533333,5.015471698,2.881830189
5,7/23/12 5:51 AM,24.97116667,24.06416667,55.91333333,35.43803333
6,7/23/12 6:51 AM,26.15566667,27.57666667,212.4793333,152.3452833
7,7/23/12 7:51 AM,27.51566667,32.784,428.4956667,326.3730167
8,7/23/12 8:51 AM,27.53033333,32.8655,315.0983333,250.1543333
9,7/23/12 9:51 AM,28.0305,31.92133333,329.4118333,262.55235
10,7/23/12 10:51 AM,28.8235,33.54383333,494.595,379.5175833
11,7/23/12 11:51 AM,31.10616667,44.98133333,886.854,659.0835833
12,7/23/12 12:51 PM,33.02133333,49.314,895.1398333,666.8770333
13,7/23/12 1:51 PM,32.50333333,40.626,536.892,402.3936667
14,7/23/12 2:51 PM,30.1655,33.65883333,279.5586667,224.7680167
15,7/23/12 3:51 PM,30.35866667,32.61766667,249.4686667,190.9230333
16,7/23/12 4:51 PM,30.38033333,31.917,203.557,144.5307333
17,7/23/12 5:51 PM,28.36716667,28.74816667,96.818,69.9822
18,7/23/12 6:51 PM,27.22166667,25.91833333,24.42833333,17.68356667
19,7/23/12 7:51 PM,24.82366667,22.2625,0,0.001
20,7/23/12 8:51 PM,22.14233333,20.0365,0,0
21,7/23/12 9:51 PM,23.674,21.162,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/24/12 4:51 AM,20.33316667,19.48616667,0,0
5,7/24/12 5:51 AM,19.41983333,19.11666667,0.208,0.039283333
6,7/24/12 6:51 AM,18.824,18.53266667,18.359,11.09708333
7,7/24/12 7:51 AM,19.58233333,21.28983333,156.2178333,138.1582333
8,7/24/12 8:51 AM,20.73183333,22.0235,105.8411667,87.00805
9,7/24/12 9:51 AM,22.37266667,25.312,255.5856667,226.02785
10,7/24/12 10:51 AM,24.16733333,26.80916667,429.6778333,354.4778
11,7/24/12 11:51 AM,26.99833333,45.54566667,800.1301667,634.5223167
12,7/24/12 12:51 PM,28.872,51.284,789.563,550.1811667
13,7/24/12 1:51 PM,29.879,56.237,974.2836667,735.7836167
14,7/24/12 2:51 PM,29.62316667,46.278,548.5088333,430.2777667
15,7/24/12 3:51 PM,28.8885,35.50866667,515.7921667,417.7718667
16,7/24/12 4:51 PM,28.356,32.253,334.0235,261.7751833
17,7/24/12 5:51 PM,27.80616667,27.75666667,127.4763333,88.95668333
18,7/24/12 6:51 PM,25.18333333,24.40266667,42.56883333,23.03908333
19,7/24/12 7:51 PM,23.76333333,21.27083333,0.129827586,0.509517241
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/25/12 4:59 AM,20.14166667,17.14683333,2.673777778,1.552844444
5,7/25/12 5:59 AM,21.06433333,19.33833333,48.3865,28.90281667
6,7/25/12 6:59 AM,23.99366667,25.7525,251.4115,207.4725167
7,7/25/12 7:59 AM,26.628,38.2975,453.641,399.1866833
8,7/25/12 8:59 AM,27.7945,41.26,430.8491667,374.8787167
9,7/25/12 9:59 AM,28.9605,48.735,734.4446667,551.6511
10,7/25/12 10:59 AM,30.502,51.65116667,600.3868333,489.7388333
11,7/25/12 11:59 AM,29.14583333,37.16,567.728,308.1398
12,7/25/12 12:39 PM,28.70475,41.07925,610.8290196,555.956098
13,7/25/12 1:55 PM,28.82533333,41.16683333,701.3713333,557.4322
14,7/25/12 2:52 PM,30.01,45.383,607.555,499.6497895
15,7/25/12 3:52 PM,30.30383333,41.50966667,483.0435,374.36095
16,7/25/12 4:52 PM,32.06383333,41.51733333,288.3688333,222.2913833
17,7/25/12 5:52 PM,28.50183333,29.658,66.82566667,52.0201
18,7/25/12 6:52 PM,25.96133333,24.88716667,17.2175,12.43936667
19,7/25/12 7:52 PM,24.69016667,22.334,0.199666667,0.506133333
20,7/25/12 8:52 PM,23.6725,21.03716667,0,0
21,7/25/12 9:42 PM,23.0472,20.336,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/26/12 4:52 AM,20.61283333,17.82166667,1.919245283,1.202641509
5,7/26/12 5:52 AM,21.43133333,19.61116667,62.14633333,36.44986667
6,7/26/12 6:52 AM,23.09983333,23.187,227.506,183.42215
7,7/26/12 7:52 AM,25.37833333,29.8085,340.0355,259.1799
8,7/26/12 8:52 AM,26.921,35.28183333,565.6743333,446.5769167
9,7/26/12 9:52 AM,28.1175,38.28233333,728.3291667,579.6931833
10,7/26/12 10:52 AM,29.35966667,43.22083333,906.9873333,710.7800167
11,7/26/12 11:52 AM,29.24516667,43.70166667,962.5853333,753.6195
12,7/26/12 12:52 PM,30.06066667,44.10666667,954.6361667,749.4929667
13,7/26/12 1:52 PM,30.20683333,42.0205,886.872,699.27075
14,7/26/12 2:54 PM,30.45,40.4304,770.9786538,607.8946346
15,7/26/12 3:54 PM,30.44333333,38.29366667,609.4125,479.1020167
16,7/26/12 4:54 PM,31.59816667,33.8685,416.701,304.8090167
17,7/26/12 5:54 PM,32.07533333,29.48883333,210.799,119.8854833
18,7/26/12 6:54 PM,26.69883333,25.23883333,43.05983333,19.6387
19,7/26/12 7:54 PM,24.72166667,22.32566667,0.311833333,0.707933333
20,7/26/12 8:54 PM,23.88333333,21.26383333,0,0
21,7/26/12 9:44 PM,23.4306,20.682,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/27/12 4:54 AM,22.339,19.22666667,1.71372549,1.214843137
5,7/27/12 5:54 AM,23.25816667,20.811,62.39366667,34.54956667
6,7/27/12 6:54 AM,25.34133333,27.04066667,229.2956667,179.5635167
7,7/27/12 7:54 AM,26.98416667,32.744,428.1875,365.2085333
8,7/27/12 8:54 AM,28.28333333,35.94966667,620.6923333,514.5763167
9,7/27/12 9:54 AM,29.47216667,39.97633333,774.9071667,638.8482
10,7/27/12 10:54 AM,30.35933333,41.39366667,884.9428333,718.5498833
11,7/27/12 11:54 AM,30.64983333,41.14616667,944.6628333,759.7550667
12,7/27/12 12:54 PM,31.17483333,43.6065,945.7651667,748.90095
13,7/27/12 1:54 PM,31.49266667,41.98766667,886.9408333,694.6212333
14,7/27/12 2:54 PM,31.62466667,40.48933333,766.8178333,608.8705167
15,7/27/12 3:54 PM,31.547,38.056,607.608,478.59415
16,7/27/12 4:59 PM,32.6018,33.904,398.4149057,288.5334717
17,7/27/12 5:59 PM,31.88916667,29.91233333,207.6225,116.32555
18,7/27/12 6:59 PM,27.24416667,25.935,41.70333333,19.27886667
19,7/27/12 7:59 PM,25.75983333,23.58966667,0.1935,0.5211
20,7/27/12 8:59 PM,25.04133333,23.1125,0,0
21,7/27/12 9:49 PM,24.6248,22.2046,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/28/12 4:59 AM,24.7385,22.87283333,1.716444444,1.278888889
5,7/28/12 5:59 AM,25.24016667,24.02516667,62.76416667,34.27035
6,7/28/12 6:59 AM,26.74933333,28.95916667,232.0585,181.8050667
7,7/28/12 7:59 AM,28.2605,34.19783333,433.9828333,367.1835
8,7/28/12 8:59 AM,29.57933333,38.87166667,622.4106667,507.55605
9,7/28/12 9:59 AM,31.07866667,42.16633333,772.1476667,634.7437667
10,7/28/12 10:59 AM,31.714,44.14916667,882.8398333,703.9533667
11,7/28/12 11:59 AM,32.5975,46.87366667,940.5735,739.3626
12,7/28/12 12:59 PM,33.14316667,46.97966667,941.5033333,732.5324333
13,7/28/12 1:59 PM,33.885,48.11733333,881.1215,682.2092167
14,7/28/12 2:59 PM,34.2355,47.0365,760.0711667,590.7803833
15,7/28/12 3:59 PM,34.199,42.9785,597.4371667,460.5152833
16,7/28/12 4:59 PM,35.4455,37.84883333,404.5245,292.0969
17,7/28/12 5:59 PM,34.98283333,32.34883333,202.4736667,113.2024333
18,7/28/12 6:59 PM,29.347,27.42616667,38.14666667,18.2877
19,7/28/12 7:59 PM,26.99233333,23.7655,0,0.42965
20,7/28/12 8:59 PM,25.626,22.633,0,0
21,7/28/12 9:49 PM,24.2494,20.7104,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/29/12 4:59 AM,20.87366667,17.13316667,2.677608696,1.479108696
5,7/29/12 5:59 AM,22.1685,19.20616667,64.85683333,40.55083333
6,7/29/12 6:59 AM,25.64033333,26.806,212.288,170.8557667
7,7/29/12 7:59 AM,29.29483333,40.0235,392.4673333,333.0512833
8,7/29/12 8:59 AM,32.12983333,49.0585,577.4233333,457.3406833
9,7/29/12 9:59 AM,35.0095,60.88816667,726.2908333,583.5283667
10,7/29/12 10:59 AM,36.96933333,64.1925,829.3388333,644.6445167
11,7/29/12 11:59 AM,38.572,66.81616667,876.3973333,668.2825667
12,7/29/12 12:59 PM,39.07966667,64.84866667,877.814,668.8024
13,7/29/12 1:59 PM,40.44583333,66.02266667,812.6326667,617.6182167
14,7/29/12 2:59 PM,41.43033333,62.76933333,692.9098333,531.4127833
15,7/29/12 3:59 PM,40.79416667,54.98083333,538.8,412.7425667
16,7/29/12 4:59 PM,40.5785,46.76166667,349.2471667,253.8024667
17,7/29/12 5:59 PM,37.33433333,37.743,167.1335,111.7429667
18,7/29/12 6:59 PM,32.628,30.84183333,35.938,24.60208333
19,7/29/12 7:59 PM,30.02816667,26.7455,0.019666667,0.32445
20,7/29/12 8:59 PM,28.68333333,24.99633333,0,0
21,7/29/12 9:49 PM,27.9894,24.3462,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/30/12 4:59 AM,24.45783333,21.16466667,1.255652174,0.95573913
5,7/30/12 5:59 AM,26.62183333,25.0985,58.69683333,33.64536667
6,7/30/12 6:59 AM,28.10866667,29.66016667,224.0945,173.77035
7,7/30/12 7:59 AM,29.37583333,34.42783333,423.4595,358.89775
8,7/30/12 8:59 AM,30.988,39.52933333,624.0986667,498.1976
9,7/30/12 9:59 AM,32.56516667,43.41283333,783.8713333,643.4535
10,7/30/12 10:59 AM,33.83283333,46.37266667,888.457,708.36985
11,7/30/12 11:59 AM,34.52366667,47.63466667,943.8216667,742.3473667
12,7/30/12 12:59 PM,35.38683333,46.78866667,942.2905,731.0950333
13,7/30/12 1:59 PM,35.58633333,46.24083333,885.1108333,691.51395
14,7/30/12 2:59 PM,35.33133333,43.54533333,770.6095,605.4840667
15,7/30/12 3:59 PM,34.83816667,41.40483333,610.497,474.7068833
16,7/30/12 4:59 PM,35.86533333,37.35983333,414.0131667,297.5925167
17,7/30/12 5:59 PM,36.052,33.298,206.2118333,112.4635667
18,7/30/12 6:59 PM,30.83866667,29.253,38.80933333,17.25681667
19,7/30/12 7:29 PM,29.041,26.567,0.032222222,0.676666667
20,7/30/12 7:29 PM,0,0,0.673018868,0
21,7/30/12 7:29 PM,0,0,59.09583333,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,7/31/12 4:51 AM,20.467,15.654,230.9196667,0.564132075
5,7/31/12 5:51 AM,21.61433333,17.57683333,432.6578333,29.28278333
6,7/31/12 6:51 AM,25.2245,26.67216667,617.2103333,179.1427167
7,7/31/12 7:51 AM,28.42516667,33.4145,769.717,366.0150167
8,7/31/12 8:51 AM,29.80683333,38.93833333,876.8506667,502.29845
9,7/31/12 8:51 AM,0,0,931.6843333,632.7327667
10,7/31/12 8:51 AM,0,0,925.5226667,707.415
11,7/31/12 8:51 AM,0,0,865.3902326,730.2916167
12,7/31/12 8:51 AM,0,0,736.7,725.2580667
13,7/31/12 8:51 AM,0,0,572.2321667,679.7969535
14,7/31/12 8:51 AM,0,0,378.9381667,577.60205
15,7/31/12 8:51 AM,0,0,186.7121667,447.6701
16,7/31/12 8:51 AM,0,0,38.54683333,277.3974833
17,7/31/12 8:51 AM,0,0,0.077166667,109.8409
18,7/31/12 8:51 AM,0,0,0,20.44223333
19,7/31/12 8:51 AM,0,0,0,0.378033333
20,7/31/12 8:51 AM,0,0,0,0
21,7/31/12 8:51 AM,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,08-01-2012 04:59,24.93133333,23.22283333,0.886444444,0.660666667
5,08-01-2012 05:59,25.38433333,24.28966667,50.469,29.79478333
6,08-01-2012 06:59,26.93083333,28.46866667,202.8141667,157.46795
7,08-01-2012 07:59,28.755,33.72516667,405.3766667,341.1563167
8,08-01-2012 08:59,29.73016667,36.86833333,604.2543333,491.1985333
9,08-01-2012 09:59,30.6555,40.58683333,754.8696667,620.7528167
10,08-01-2012 10:59,31.1085,42.99033333,865.2006667,695.3459833
11,08-01-2012 11:59,31.34316667,43.69616667,919.6353333,734.7641
12,08-01-2012 12:59,31.69733333,41.98583333,917.196,723.49585
13,08-01-2012 13:59,32.21116667,41.47866667,852.225,669.26965
14,08-01-2012 14:59,32.95716667,41.40983333,731.9355,577.7848
15,08-01-2012 15:59,33.316,39.008,565.2775,435.6435667
16,08-01-2012 16:59,33.71866667,35.888,370.72,269.3528667
17,08-01-2012 17:59,33.49283333,31.81783333,176.3898333,108.66205
18,08-01-2012 18:59,29.295,27.80966667,37.3995,21.49756667
19,08-01-2012 19:59,26.92333333,24.79983333,0.029,0.308733333
20,08-01-2012 20:59,25.5945,23.0835,0,0
21,08-01-2012 21:59,24.96183333,21.97816667,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,08-02-2012 04:59,21.05083333,17.19283333,0.717555556,0.569355556
5,08-02-2012 05:59,21.77066667,18.05016667,51.72766667,29.06988333
6,08-02-2012 06:59,24.54666667,25.2975,208.6891667,163.9364333
7,08-02-2012 07:59,28.065,34.1505,407.0455,344.5211833
8,08-02-2012 08:59,29.8435,40.43283333,600.0561667,482.4698167
9,08-02-2012 09:59,30.8745,44.493,753.7275,614.7048667
10,08-02-2012 10:59,31.702,47.32566667,862.5353333,690.3866167
11,08-02-2012 11:59,32.15516667,48.77433333,919.2738333,721.3958333
12,08-02-2012 12:59,32.6385,47.79766667,916.9325,713.0279667
13,08-02-2012 13:59,33.55866667,47.55266667,853.1403333,662.4542833
14,08-02-2012 14:59,33.64183333,44.7345,738.1728333,575.8352833
